                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    239,                 1.1292,                0.60557,                0.97864,                 0.8581,                0.77255,                0.82962,                0.35304,                 2.0094,                0.93937,                  1.483,              0.0084358,              0.0084358,              0.0084358
                    240,                 1.1407,                0.61448,                  0.988,                0.86675,                0.74225,                0.82146,                0.35005,                 2.0369,                0.94784,                 1.5005,              0.0084292,              0.0084292,              0.0084292
                    241,                 1.1385,                0.60789,                0.98551,                0.84926,                0.78916,                0.84341,                0.35621,                 2.0427,                0.87785,                 1.5276,              0.0084226,              0.0084226,              0.0084226
                    242,                 1.1483,                 0.6294,                0.98122,                0.86514,                0.79977,                0.83949,                0.35293,                 2.0315,                0.88049,                 1.5273,               0.008416,               0.008416,               0.008416
                    243,                 1.1427,                0.61122,                0.97706,                0.82578,                0.78895,                0.82399,                0.35211,                 2.0125,                 0.9045,                 1.5234,              0.0084094,              0.0084094,              0.0084094
                    244,                 1.1492,                0.60749,                0.98339,                0.84178,                0.75448,                0.80386,                 0.3476,                 2.0082,                0.96886,                 1.5133,              0.0084028,              0.0084028,              0.0084028
                    245,                 1.1137,                0.60786,                 0.9774,                0.84981,                0.75242,                 0.8107,                0.34297,                  2.057,                0.98633,                 1.5234,              0.0083962,              0.0083962,              0.0083962
                    246,                 1.1316,                 0.6171,                 0.9805,                0.83595,                0.77537,                0.82129,                0.35657,                 2.0185,                0.96455,                 1.4983,              0.0083896,              0.0083896,              0.0083896
                    247,                 1.1177,                0.59656,                0.97704,                0.83119,                0.77884,                0.82403,                0.35553,                 2.0391,                 0.9522,                 1.5044,               0.008383,               0.008383,               0.008383
                    248,                  1.131,                0.60115,                0.98336,                0.86984,                0.75991,                0.82337,                0.35824,                 2.0386,                 0.9311,                 1.4944,              0.0083764,              0.0083764,              0.0083764
                    249,                 1.1171,                0.60658,                0.97776,                0.85403,                0.77237,                0.81121,                0.34669,                 2.0657,                0.97832,                 1.5271,              0.0083698,              0.0083698,              0.0083698
                    250,                 1.1098,                0.60667,                0.98056,                0.84408,                0.76157,                0.81013,                0.33443,                 2.0691,                0.94704,                 1.5506,              0.0083632,              0.0083632,              0.0083632
                    251,                 1.1033,                0.59717,                0.98364,                0.83253,                0.76763,                0.79931,                0.33695,                 2.0581,                0.92699,                 1.5302,              0.0083566,              0.0083566,              0.0083566
                    252,                 1.1191,                0.59332,                0.98111,                 0.8359,                0.74522,                0.79351,                0.33466,                 2.0522,                0.96534,                 1.5319,                0.00835,                0.00835,                0.00835
                    253,                 1.0987,                0.60974,                0.97991,                 0.8343,                0.76809,                0.81481,                0.34297,                 2.0201,                0.96948,                 1.5056,              0.0083434,              0.0083434,              0.0083434
                    254,                 1.1431,                0.61658,                0.98047,                0.81374,                0.74838,                 0.8017,                0.33044,                 2.0575,                 1.0268,                 1.5245,              0.0083368,              0.0083368,              0.0083368
                    255,                 1.1299,                0.61772,                0.97959,                0.84233,                 0.7048,                0.78754,                0.33472,                 2.0207,                 1.0071,                 1.5252,              0.0083302,              0.0083302,              0.0083302
                    256,                 1.1422,                0.67646,                0.98385,                0.86072,                0.68936,                0.79208,                0.32834,                 2.0616,                 1.1245,                  1.549,              0.0083236,              0.0083236,              0.0083236
                    257,                 1.1094,                0.60093,                0.97507,                0.86321,                0.65859,                0.75673,                0.31716,                  2.086,                 1.2723,                 1.5298,               0.008317,               0.008317,               0.008317
                    258,                 1.1022,                0.61655,                0.97767,                0.83512,                0.74657,                0.80165,                0.33597,                 2.0571,                 1.0411,                 1.5453,              0.0083104,              0.0083104,              0.0083104
                    259,                 1.1268,                0.60441,                0.98201,                0.86671,                0.74048,                0.79469,                0.34506,                 2.0361,                0.94489,                 1.5416,              0.0083038,              0.0083038,              0.0083038
                    260,                 1.1055,                0.60448,                  0.972,                0.85727,                0.78836,                 0.8212,                0.33733,                 2.0521,                0.93834,                 1.5393,              0.0082972,              0.0082972,              0.0082972
                    261,                 1.0941,                0.58744,                0.96944,                0.80444,                0.73317,                 0.7748,                0.32525,                 2.0672,                 1.0874,                 1.5534,              0.0082906,              0.0082906,              0.0082906
                    262,                 1.1145,                0.60012,                0.96578,                0.80855,                0.72396,                0.77221,                0.31308,                 2.1184,                 1.0844,                 1.5756,               0.008284,               0.008284,               0.008284
                    263,                  1.111,                0.59986,                0.97646,                0.82295,                0.76908,                0.81282,                0.34378,                 2.0402,                0.96012,                  1.525,              0.0082774,              0.0082774,              0.0082774
                    264,                 1.0999,                0.58431,                0.98612,                0.85905,                0.77458,                0.81552,                0.35252,                 2.0109,                0.90221,                 1.5261,              0.0082708,              0.0082708,              0.0082708
                    265,                    1.1,                0.59007,                0.96797,                0.79499,                0.72008,                0.77328,                 0.3246,                  2.101,                  0.954,                 1.5833,              0.0082642,              0.0082642,              0.0082642
                    266,                 1.1346,                0.60585,                0.98671,                0.79876,                0.74259,                0.76924,                0.32333,                 2.1185,                0.96417,                 1.5876,              0.0082576,              0.0082576,              0.0082576
                    267,                 1.0828,                0.62491,                0.96618,                0.83042,                0.75622,                0.79079,                0.33024,                 2.0884,                0.95609,                  1.555,               0.008251,               0.008251,               0.008251
                    268,                 1.1027,                0.61477,                0.97368,                0.84668,                0.76898,                0.82069,                0.35063,                 2.0261,                 0.9508,                 1.5171,              0.0082444,              0.0082444,              0.0082444
                    269,                 1.1508,                 0.6064,                0.98578,                0.88348,                0.77312,                0.82812,                0.34699,                 2.0405,                0.92115,                 1.5273,              0.0082378,              0.0082378,              0.0082378
                    270,                 1.1185,                0.60223,                0.98089,                0.86874,                0.79545,                0.83948,                0.35529,                 2.0249,                0.91988,                 1.5291,              0.0082312,              0.0082312,              0.0082312
                    271,                 1.0964,                0.58834,                  0.977,                0.85123,                0.79928,                0.82564,                0.35181,                 2.0294,                0.94592,                 1.5256,              0.0082246,              0.0082246,              0.0082246
                    272,                 1.1143,                0.59749,                 0.9714,                0.83276,                0.75772,                0.80633,                0.35162,                 2.0114,                0.94232,                 1.5335,               0.008218,               0.008218,               0.008218
                    273,                 1.1267,                 0.5987,                0.97584,                0.84747,                0.74981,                0.80509,                0.34071,                 2.0187,                0.96814,                 1.5299,              0.0082114,              0.0082114,              0.0082114
                    274,                 1.0843,                0.57501,                 0.9625,                0.83697,                0.76289,                0.80953,                0.34843,                 2.0034,                0.97081,                 1.5035,              0.0082048,              0.0082048,              0.0082048
                    275,                  1.083,                0.58653,                0.96661,                0.87864,                0.75885,                0.83098,                0.35713,                  1.993,                0.88865,                 1.5192,              0.0081982,              0.0081982,              0.0081982
                    276,                 1.1208,                0.58571,                0.98088,                0.84155,                0.78038,                0.82074,                0.35181,                 1.9785,                0.91689,                 1.5113,              0.0081916,              0.0081916,              0.0081916
                    277,                 1.1253,                0.59656,                0.97641,                0.85467,                0.75074,                0.81959,                0.35025,                 1.9866,                0.92942,                 1.4983,               0.008185,               0.008185,               0.008185
                    278,                 1.0985,                0.58828,                  0.965,                0.83768,                0.74206,                0.80889,                0.34195,                  2.005,                0.95798,                  1.508,              0.0081784,              0.0081784,              0.0081784
                    279,                 1.0962,                0.58462,                0.96963,                0.83571,                  0.755,                0.80783,                0.34107,                  2.031,                0.96751,                 1.5277,              0.0081718,              0.0081718,              0.0081718
                    280,                 1.0804,                0.58435,                0.96323,                0.84928,                 0.7435,                0.80373,                0.34239,                 2.0209,                0.93966,                  1.521,              0.0081652,              0.0081652,              0.0081652
                    281,                 1.0903,                0.60007,                0.96611,                0.83614,                 0.7097,                0.77671,                0.32701,                 2.0811,                 1.0137,                  1.536,              0.0081586,              0.0081586,              0.0081586
                    282,                 1.1182,                0.58795,                0.97391,                0.79866,                 0.7816,                0.79969,                 0.3398,                 2.0486,                0.94221,                 1.5153,               0.008152,               0.008152,               0.008152
                    283,                 1.0839,                0.64282,                0.96605,                0.85993,                0.73275,                0.80656,                0.35096,                 2.0522,                0.94677,                 1.5266,              0.0081454,              0.0081454,              0.0081454
                    284,                 1.1026,                0.60184,                 0.9811,                0.85983,                0.78186,                 0.8289,                0.35421,                 2.0492,                0.94364,                 1.5261,              0.0081388,              0.0081388,              0.0081388
                    285,                 1.1226,                0.60354,                0.97384,                0.86081,                 0.7963,                0.83838,                0.36079,                 2.0357,                0.91642,                 1.5167,              0.0081322,              0.0081322,              0.0081322
                    286,                 1.0925,                0.58559,                0.97664,                0.80775,                0.78584,                0.81484,                0.34122,                 2.0701,                0.96018,                  1.558,              0.0081256,              0.0081256,              0.0081256
                    287,                 1.0889,                0.58833,                0.96494,                0.82759,                0.72809,                0.79112,                0.31726,                 2.1054,                 1.0253,                 1.6136,               0.008119,               0.008119,               0.008119
                    288,                 1.1073,                0.59076,                0.96256,                0.85436,                0.74618,                 0.8114,                0.33305,                 2.0839,                 0.9458,                 1.5898,              0.0081124,              0.0081124,              0.0081124
                    289,                 1.0885,                0.58661,                0.97064,                0.86228,                0.77707,                0.81943,                0.34403,                 2.0266,                0.93394,                 1.5381,              0.0081058,              0.0081058,              0.0081058
                    290,                 1.1058,                0.58427,                0.96482,                0.84901,                0.79044,                0.83775,                0.36085,                 2.0234,                 0.9175,                 1.5027,              0.0080992,              0.0080992,              0.0080992
                    291,                  1.113,                0.57487,                0.96976,                0.88829,                0.77262,                0.83752,                0.36205,                 2.0201,                0.89486,                 1.4991,              0.0080926,              0.0080926,              0.0080926
                    292,                 1.0979,                0.58776,                0.96526,                0.87841,                 0.7578,                0.82907,                0.35852,                 2.0538,                0.94949,                 1.5147,               0.008086,               0.008086,               0.008086
                    293,                  1.056,                0.57069,                0.96472,                0.87587,                 0.7339,                0.81227,                0.34262,                 2.0739,                0.98859,                 1.5295,              0.0080794,              0.0080794,              0.0080794
                    294,                  1.076,                0.58369,                0.95801,                0.83629,                0.78141,                0.81606,                0.35449,                 2.0544,                0.95369,                 1.5262,              0.0080728,              0.0080728,              0.0080728
                    295,                 1.0511,                0.58352,                0.95245,                0.85769,                0.77222,                0.83046,                0.36592,                  2.032,                0.94418,                 1.5255,              0.0080662,              0.0080662,              0.0080662
                    296,                 1.0746,                0.58695,                0.96247,                0.84298,                0.77488,                0.81256,                0.35756,                 2.0204,                0.91386,                 1.5202,              0.0080596,              0.0080596,              0.0080596
                    297,                 1.0563,                0.58863,                0.96253,                0.77954,                0.76833,                0.77595,                0.33757,                 2.0576,                0.95396,                  1.549,               0.008053,               0.008053,               0.008053
                    298,                 1.0648,                 0.5828,                 0.9605,                0.82437,                0.76193,                0.80363,                0.34453,                 2.0677,                0.97682,                 1.5569,              0.0080464,              0.0080464,              0.0080464
                    299,                 1.0755,                0.57157,                0.96065,                0.84765,                0.76387,                0.81642,                0.35325,                 2.0215,                 0.9118,                 1.5359,              0.0080398,              0.0080398,              0.0080398
                    300,                 1.0908,                0.57515,                0.95748,                0.84521,                0.78861,                0.81515,                0.34791,                 2.0157,                0.87214,                  1.531,              0.0080332,              0.0080332,              0.0080332
                    301,                 1.0838,                 0.5838,                0.96849,                0.81683,                0.76229,                0.78246,                0.34417,                 2.0376,                0.94751,                 1.5395,              0.0080266,              0.0080266,              0.0080266
                    302,                 1.1056,                 0.5836,                0.96156,                0.83126,                0.75299,                0.79515,                0.33899,                 2.0139,                0.95948,                 1.5141,                0.00802,                0.00802,                0.00802
                    303,                  1.104,                0.59259,                0.96719,                0.85636,                0.75919,                0.80115,                0.34019,                 2.0136,                0.91681,                 1.5065,              0.0080134,              0.0080134,              0.0080134
                    304,                 1.0783,                0.57875,                0.96426,                0.83433,                0.75624,                0.79424,                0.33564,                 2.0452,                0.94245,                 1.5187,              0.0080068,              0.0080068,              0.0080068
                    305,                   1.07,                0.57695,                0.96926,                0.86124,                0.76237,                0.81392,                0.33904,                 2.0289,                  0.977,                 1.5196,              0.0080002,              0.0080002,              0.0080002
                    306,                 1.1005,                0.59879,                0.96543,                0.80578,                0.79774,                0.81154,                0.34326,                 2.0259,                 0.9501,                 1.5244,              0.0079936,              0.0079936,              0.0079936
                    307,                 1.0616,                0.58281,                0.95932,                0.82407,                0.74839,                0.77166,                0.32477,                 2.0522,                 0.9434,                  1.547,               0.007987,               0.007987,               0.007987
                    308,                 1.1022,                0.59112,                 0.9775,                0.82091,                0.77383,                0.82159,                0.35079,                 2.0321,                0.93534,                 1.5337,              0.0079804,              0.0079804,              0.0079804
                    309,                 1.0548,                0.58117,                0.96084,                0.82574,                0.80414,                0.83261,                0.35628,                 2.0172,                0.92664,                 1.5243,              0.0079738,              0.0079738,              0.0079738
                    310,                 1.0527,                0.57121,                 0.9657,                0.82633,                0.78149,                0.81615,                0.35061,                 2.0401,                0.93741,                 1.5141,              0.0079672,              0.0079672,              0.0079672
                    311,                 1.0565,                0.57092,                0.95468,                 0.8371,                0.75405,                0.81867,                0.34347,                 2.0427,                0.99163,                 1.5218,              0.0079606,              0.0079606,              0.0079606
                    312,                 1.0439,                0.57144,                0.95373,                0.87087,                0.78627,                0.83521,                0.35102,                 2.0517,                0.90704,                  1.536,               0.007954,               0.007954,               0.007954
                    313,                 1.0711,                0.56445,                0.96475,                0.87039,                0.78402,                 0.8347,                0.35405,                 2.0398,                0.90552,                 1.5348,              0.0079474,              0.0079474,              0.0079474
                    314,                 1.0579,                0.57266,                0.95968,                 0.8733,                 0.7844,                0.82981,                0.34896,                 2.0281,                0.90862,                 1.5151,              0.0079408,              0.0079408,              0.0079408
                    315,                 1.0669,                0.58076,                0.96792,                0.87751,                0.77092,                0.81971,                 0.3482,                 2.0377,                0.93411,                 1.5121,              0.0079342,              0.0079342,              0.0079342
                    316,                 1.0886,                 0.5842,                 0.9711,                0.84725,                0.77577,                 0.8168,                 0.3497,                 2.0319,                0.94826,                 1.5028,              0.0079276,              0.0079276,              0.0079276
                    317,                 1.0719,                0.56579,                0.96222,                0.82898,                0.77121,                0.82323,                0.35166,                 2.0378,                0.93227,                 1.5495,               0.007921,               0.007921,               0.007921
                    318,                 1.0719,                0.57022,                0.96043,                0.79834,                0.78441,                0.81657,                0.34976,                 2.0359,                0.96153,                 1.5623,              0.0079144,              0.0079144,              0.0079144
                    319,                 1.0671,                0.56441,                0.96187,                0.83816,                0.74544,                0.80794,                0.33051,                 2.0747,                0.96608,                 1.5978,              0.0079078,              0.0079078,              0.0079078
                    320,                  1.057,                0.56396,                0.95303,                0.81841,                0.73636,                0.78491,                 0.3342,                 2.0564,                 1.0216,                 1.5457,              0.0079012,              0.0079012,              0.0079012
                    321,                 1.0497,                0.55832,                0.95248,                0.81125,                 0.7511,                 0.7963,                0.34792,                 2.0246,                 1.0302,                 1.5079,              0.0078946,              0.0078946,              0.0078946
                    322,                 1.0452,                0.59346,                0.95171,                0.82503,                0.72886,                0.78014,                0.32485,                 2.0852,                0.99895,                 1.5496,               0.007888,               0.007888,               0.007888
                    323,                 1.0518,                0.61639,                0.94945,                0.87869,                0.74765,                 0.8181,                0.35094,                 2.0183,                0.96184,                 1.5283,              0.0078814,              0.0078814,              0.0078814
                    324,                 1.0727,                0.57662,                0.95734,                 0.8366,                0.77328,                0.81187,                0.34916,                 2.0082,                0.94989,                 1.5165,              0.0078748,              0.0078748,              0.0078748
                    325,                 1.0627,                0.57624,                 0.9602,                0.86609,                 0.7648,                0.82252,                0.35391,                  1.991,                0.93562,                 1.4958,              0.0078682,              0.0078682,              0.0078682
                    326,                 1.0636,                0.57451,                0.96165,                0.86728,                0.76684,                0.83218,                0.35593,                 2.0043,                0.92711,                  1.507,              0.0078616,              0.0078616,              0.0078616
                    327,                 1.0513,                0.56251,                0.95782,                0.84107,                 0.7731,                0.83032,                0.35397,                 2.0267,                0.90949,                 1.5286,               0.007855,               0.007855,               0.007855
                    328,                 1.0716,                0.58919,                0.95715,                0.83986,                0.80308,                0.83503,                0.35303,                 2.0317,                0.88004,                 1.5243,              0.0078484,              0.0078484,              0.0078484
                    329,                 1.0498,                0.56718,                0.95542,                0.83184,                0.78217,                0.81807,                0.34848,                 2.0517,                0.92123,                 1.5384,              0.0078418,              0.0078418,              0.0078418
                    330,                 1.0552,                0.57231,                0.95216,                0.87784,                 0.7706,                0.82467,                0.35231,                  2.044,                0.93817,                 1.5281,              0.0078352,              0.0078352,              0.0078352
                    331,                 1.0581,                0.57759,                0.95626,                0.81401,                0.79444,                0.81458,                0.35825,                 2.0248,                0.92739,                 1.5162,              0.0078286,              0.0078286,              0.0078286
                    332,                 1.0796,                0.57202,                0.96133,                0.85418,                0.75971,                0.82312,                0.35071,                  2.037,                0.93974,                 1.5394,               0.007822,               0.007822,               0.007822
                    333,                 1.0232,                0.56111,                 0.9485,                 0.8598,                0.75803,                0.81475,                0.34287,                 2.0772,                0.95793,                 1.5589,              0.0078154,              0.0078154,              0.0078154
                    334,                 1.0464,                0.55453,                0.96678,                0.85193,                0.76273,                0.81926,                0.35601,                 2.0178,                0.94949,                 1.5376,              0.0078088,              0.0078088,              0.0078088
                    335,                 1.0681,                0.57433,                0.96116,                0.83504,                0.78052,                0.81462,                 0.3495,                 2.0295,                0.90772,                 1.5542,              0.0078022,              0.0078022,              0.0078022
                    336,                 1.0362,                0.56425,                0.95151,                 0.8373,                0.75588,                0.80018,                0.34031,                 2.0596,                0.87571,                 1.5489,              0.0077956,              0.0077956,              0.0077956
                    337,                 1.0467,                0.56422,                0.95511,                 0.8705,                0.76719,                0.82295,                0.35146,                 2.0361,                0.87444,                 1.5382,               0.007789,               0.007789,               0.007789
                    338,                 1.0365,                0.55426,                0.94887,                0.84937,                0.77946,                0.83347,                0.35025,                  2.045,                0.88711,                 1.5446,              0.0077824,              0.0077824,              0.0077824
                    339,                 1.0301,                0.57126,                0.95415,                0.85108,                0.77634,                0.83249,                0.35419,                 2.0629,                0.87818,                 1.5558,              0.0077758,              0.0077758,              0.0077758
                    340,                 1.0677,                0.56252,                0.95887,                0.88178,                0.79701,                0.83227,                0.34951,                 2.0459,                0.90677,                 1.5486,              0.0077692,              0.0077692,              0.0077692
                    341,                 1.0724,                  0.568,                0.96209,                0.87147,                0.77308,                0.84075,                0.35998,                 2.0231,                0.88882,                 1.5303,              0.0077626,              0.0077626,              0.0077626
                    342,                 1.0686,                 0.5725,                 0.9485,                0.83668,                0.79334,                0.84376,                0.35681,                 2.0303,                0.87543,                  1.537,               0.007756,               0.007756,               0.007756
                    343,                 1.0219,                 0.5538,                0.95104,                0.87486,                0.80094,                0.85167,                0.36143,                 2.0256,                0.83731,                 1.5499,              0.0077494,              0.0077494,              0.0077494
                    344,                 1.0412,                0.57651,                0.95262,                0.86392,                0.77445,                0.83019,                 0.3495,                 2.0301,                0.90023,                 1.5465,              0.0077428,              0.0077428,              0.0077428
                    345,                 1.0502,                  0.569,                0.94673,                0.84024,                0.77826,                0.81372,                0.33752,                 2.0455,                0.88668,                 1.5683,              0.0077362,              0.0077362,              0.0077362
                    346,                  1.047,                 0.5689,                0.95576,                0.84365,                0.77422,                0.82746,                0.35216,                 2.0351,                0.89981,                 1.5352,              0.0077296,              0.0077296,              0.0077296
                    347,                 1.0496,                0.55468,                0.95358,                0.82694,                0.78301,                0.82231,                0.35035,                  2.048,                0.94765,                 1.5279,               0.007723,               0.007723,               0.007723
                    348,                 1.0491,                0.56678,                0.95349,                 0.8659,                0.78602,                0.82505,                0.35675,                 2.0383,                0.90417,                  1.529,              0.0077164,              0.0077164,              0.0077164
                    349,                 1.0642,                0.57955,                  0.949,                0.84989,                0.80039,                0.82999,                0.35852,                 2.0043,                0.89308,                 1.5187,              0.0077098,              0.0077098,              0.0077098
                    350,                  1.044,                0.54951,                  0.948,                 0.8709,                0.78376,                0.83936,                0.36179,                 2.0137,                0.91505,                 1.5025,              0.0077032,              0.0077032,              0.0077032
                    351,                 1.0399,                0.56668,                0.94945,                0.86051,                0.78207,                0.83506,                0.35606,                 2.0332,                0.97326,                 1.5142,              0.0076966,              0.0076966,              0.0076966
                    352,                 1.0424,                0.56276,                0.95106,                0.84821,                0.77286,                0.81999,                0.35357,                 2.0483,                0.95217,                 1.5332,                0.00769,                0.00769,                0.00769
                    353,                 1.0314,                0.56087,                0.95606,                0.83222,                0.78743,                0.82985,                0.35035,                 2.0507,                0.91865,                 1.5388,              0.0076834,              0.0076834,              0.0076834
                    354,                 1.0385,                0.55705,                0.95664,                0.83064,                0.78655,                0.81539,                0.32848,                 2.0722,                0.92859,                 1.5582,              0.0076768,              0.0076768,              0.0076768
                    355,                 1.0466,                0.56782,                0.95207,                0.82811,                0.76309,                0.81069,                0.33778,                  2.028,                0.93351,                   1.54,              0.0076702,              0.0076702,              0.0076702
                    356,                 1.0715,                0.57348,                0.96056,                0.82247,                0.71823,                0.79401,                0.33125,                 2.0478,                0.96287,                 1.5683,              0.0076636,              0.0076636,              0.0076636
                    357,                 1.0434,                0.56553,                0.95168,                0.82978,                0.73911,                0.79902,                0.33324,                  2.064,                 0.9657,                 1.5722,               0.007657,               0.007657,               0.007657
                    358,                 1.0577,                0.56426,                0.95338,                0.83902,                0.78181,                0.82101,                0.34689,                 2.0322,                0.91592,                 1.5471,              0.0076504,              0.0076504,              0.0076504
                    359,                  1.013,                0.58914,                 0.9378,                0.85567,                0.77485,                0.81852,                0.33626,                 2.0484,                 1.0216,                 1.5504,              0.0076438,              0.0076438,              0.0076438
                    360,                 1.0607,                0.59715,                0.95588,                0.84745,                0.80185,                0.83736,                0.35144,                 2.0246,                 1.0427,                  1.538,              0.0076372,              0.0076372,              0.0076372
                    361,                 1.0461,                0.57733,                0.95976,                0.87107,                0.78399,                0.84047,                0.35895,                 1.9893,                0.97855,                 1.5286,              0.0076306,              0.0076306,              0.0076306
                    362,                  1.052,                0.55843,                 0.9517,                0.85744,                0.76046,                0.81775,                0.34175,                 2.0229,                0.98877,                 1.5481,               0.007624,               0.007624,               0.007624
                    363,                 1.0727,                0.57873,                0.96047,                0.81712,                0.72963,                0.77546,                0.32193,                 2.0443,                 1.0207,                 1.5406,              0.0076174,              0.0076174,              0.0076174
                    364,                 1.0421,                0.55003,                0.94674,                0.80988,                0.75527,                0.79586,                0.35356,                 2.0242,                0.93366,                 1.5351,              0.0076108,              0.0076108,              0.0076108
                    365,                 1.0505,                0.55838,                0.95204,                  0.843,                0.75152,                0.81069,                0.35677,                 2.0127,                0.93176,                 1.5302,              0.0076042,              0.0076042,              0.0076042
                    366,                 1.0334,                0.55437,                0.94568,                 0.8375,                0.72996,                0.80626,                 0.3362,                 2.0632,                0.99264,                 1.5469,              0.0075976,              0.0075976,              0.0075976
                    367,                 1.0377,                0.54873,                0.95222,                0.84828,                0.75505,                0.80698,                0.34385,                 2.0603,                0.96898,                 1.5398,               0.007591,               0.007591,               0.007591
                    368,                 1.0186,                0.54734,                0.94603,                0.85332,                0.77185,                0.82135,                0.35266,                 2.0364,                0.95293,                 1.5304,              0.0075844,              0.0075844,              0.0075844
                    369,                 1.0168,                0.54501,                0.93689,                0.83995,                0.78348,                0.81979,                 0.3554,                 2.0318,                 0.9214,                 1.5324,              0.0075778,              0.0075778,              0.0075778
                    370,                 1.0166,                0.54888,                0.94881,                0.85583,                0.78527,                0.83548,                0.37305,                 2.0088,                0.92694,                 1.5203,              0.0075712,              0.0075712,              0.0075712
                    371,                 1.0142,                0.55138,                0.94793,                0.86723,                0.78975,                0.83211,                0.35843,                  2.049,                0.96498,                 1.5342,              0.0075646,              0.0075646,              0.0075646
                    372,                 1.0309,                0.56218,                0.95641,                0.87828,                0.75582,                0.82453,                0.34898,                 2.0464,                0.97585,                 1.5472,               0.007558,               0.007558,               0.007558
