                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    754,                0.47078,                0.26481,                0.79956,                0.84934,                0.79009,                0.83422,                0.39421,                 1.8876,                 1.0885,                 1.4261,              0.0050368,              0.0050368,              0.0050368
                    755,                0.45976,                0.26292,                0.79785,                0.84486,                0.79059,                0.83299,                 0.3938,                 1.8892,                 1.1015,                 1.4288,              0.0050302,              0.0050302,              0.0050302
                    756,                0.45585,                0.26715,                0.79517,                0.83464,                0.78622,                 0.8305,                0.39138,                 1.8941,                 1.1406,                 1.4251,              0.0050236,              0.0050236,              0.0050236
                    757,                0.46185,                0.27591,                0.79952,                0.83308,                0.77055,                0.83134,                0.39121,                  1.902,                 1.1613,                 1.4175,               0.005017,               0.005017,               0.005017
                    758,                 0.4587,                0.26302,                0.79442,                0.84426,                0.76421,                0.83114,                 0.3889,                 1.9014,                 1.1552,                 1.4136,              0.0050104,              0.0050104,              0.0050104
                    759,                0.46061,                0.25783,                0.79747,                0.84837,                0.77062,                0.83091,                0.39017,                 1.8897,                 1.1752,                 1.4021,              0.0050038,              0.0050038,              0.0050038
                    760,                0.46424,                0.26303,                0.80045,                0.85114,                0.76247,                0.82832,                0.38893,                 1.8877,                 1.1722,                  1.395,              0.0049972,              0.0049972,              0.0049972
                    761,                0.46643,                0.25986,                0.79511,                 0.8593,                 0.7511,                0.82773,                0.39233,                 1.8879,                 1.1771,                 1.3943,              0.0049906,              0.0049906,              0.0049906
                    762,                0.46612,                0.26281,                0.79645,                  0.855,                0.76064,                0.82649,                0.39081,                 1.8954,                 1.1665,                 1.3968,               0.004984,               0.004984,               0.004984
                    763,                 0.4603,                0.26942,                0.79779,                0.86672,                0.77595,                0.83855,                0.39156,                 1.8987,                  1.147,                 1.4076,              0.0049774,              0.0049774,              0.0049774
                    764,                0.46671,                0.26285,                0.79665,                0.86321,                 0.7783,                0.83668,                0.39384,                 1.8957,                 1.1376,                 1.4081,              0.0049708,              0.0049708,              0.0049708
                    765,                0.47129,                0.26183,                 0.7974,                0.86941,                0.77235,                0.83153,                0.39209,                 1.8906,                 1.1326,                 1.4065,              0.0049642,              0.0049642,              0.0049642
                    766,                0.46311,                0.26797,                0.79735,                 0.8763,                0.77798,                0.82745,                0.39025,                 1.8807,                 1.1262,                 1.4029,              0.0049576,              0.0049576,              0.0049576
                    767,                 0.4618,                0.27768,                0.79632,                0.87141,                0.76207,                0.81832,                0.39076,                 1.8827,                 1.1062,                 1.4057,               0.004951,               0.004951,               0.004951
                    768,                0.45507,                0.26878,                0.79653,                 0.8698,                0.77225,                 0.8262,                0.39132,                 1.8833,                 1.0676,                 1.4117,              0.0049444,              0.0049444,              0.0049444
                    769,                0.46256,                0.25953,                0.79796,                0.86967,                0.77717,                0.83403,                 0.3919,                  1.886,                 1.0503,                 1.4155,              0.0049378,              0.0049378,              0.0049378
                    770,                0.45842,                0.27318,                0.79626,                0.87354,                0.79575,                0.84603,                0.39604,                 1.8916,                 1.0458,                 1.4139,              0.0049312,              0.0049312,              0.0049312
                    771,                0.45701,                0.26499,                0.79776,                0.86452,                0.80236,                0.84929,                0.39733,                 1.8912,                 1.0456,                 1.4113,              0.0049246,              0.0049246,              0.0049246
                    772,                0.45722,                0.25618,                0.79537,                0.86601,                0.80305,                0.84974,                 0.4028,                 1.8921,                 1.0543,                  1.412,               0.004918,               0.004918,               0.004918
                    773,                0.46361,                0.26319,                0.79859,                0.87344,                0.79888,                0.85015,                0.39892,                 1.8948,                 1.0706,                 1.4127,              0.0049114,              0.0049114,              0.0049114
                    774,                0.45498,                0.25986,                0.79744,                0.86749,                0.79709,                 0.8411,                 0.3969,                   1.89,                 1.0724,                 1.4126,              0.0049048,              0.0049048,              0.0049048
                    775,                0.46152,                0.26096,                0.79761,                0.87221,                0.78865,                0.83446,                0.39397,                 1.8858,                 1.0809,                 1.4141,              0.0048982,              0.0048982,              0.0048982
                    776,                 0.4646,                0.26939,                0.79501,                0.87238,                0.78327,                0.83343,                0.39064,                 1.8834,                 1.0724,                 1.4179,              0.0048916,              0.0048916,              0.0048916
                    777,                0.45789,                0.25938,                0.79798,                0.85629,                0.79424,                0.83237,                0.38943,                 1.8829,                 1.0617,                 1.4204,               0.004885,               0.004885,               0.004885
                    778,                0.46039,                0.26427,                 0.7964,                0.86154,                0.78964,                0.83314,                0.39314,                 1.8776,                 1.0695,                 1.4142,              0.0048784,              0.0048784,              0.0048784
                    779,                0.46301,                0.26192,                0.79514,                0.86098,                0.79344,                0.83098,                0.39483,                  1.875,                 1.0882,                 1.4101,              0.0048718,              0.0048718,              0.0048718
                    780,                0.45859,                0.25787,                 0.7962,                 0.8606,                0.79228,                0.83746,                0.39488,                 1.8777,                 1.1006,                 1.4084,              0.0048652,              0.0048652,              0.0048652
                    781,                 0.4568,                0.25551,                0.79327,                0.85751,                0.77749,                0.83748,                0.39645,                 1.8879,                 1.1068,                 1.4116,              0.0048586,              0.0048586,              0.0048586
                    782,                0.46401,                0.25736,                0.79728,                0.84521,                0.77517,                0.82991,                0.39151,                 1.8968,                 1.1085,                 1.4197,               0.004852,               0.004852,               0.004852
                    783,                0.45577,                0.26375,                0.79365,                0.84172,                0.77203,                0.82529,                0.38821,                 1.8985,                 1.1054,                 1.4193,              0.0048454,              0.0048454,              0.0048454
                    784,                0.45299,                0.26208,                0.80033,                0.84221,                0.77271,                0.82896,                0.39028,                 1.9001,                 1.1032,                  1.418,              0.0048388,              0.0048388,              0.0048388
                    785,                0.45682,                0.25598,                0.79765,                0.85356,                0.77509,                0.82915,                0.39023,                 1.8987,                 1.1209,                 1.4157,              0.0048322,              0.0048322,              0.0048322
                    786,                 0.4538,                0.25814,                0.79534,                0.85712,                0.76647,                0.82536,                0.38795,                 1.8931,                 1.1447,                 1.4129,              0.0048256,              0.0048256,              0.0048256
                    787,                0.46361,                0.26117,                0.79545,                0.87183,                0.77587,                0.83133,                0.39143,                 1.8894,                  1.158,                 1.4126,               0.004819,               0.004819,               0.004819
                    788,                0.46577,                0.25944,                0.79494,                0.86199,                0.78418,                0.83791,                 0.3945,                 1.8902,                 1.1347,                 1.4148,              0.0048124,              0.0048124,              0.0048124
                    789,                 0.4555,                0.25583,                0.79621,                0.86433,                0.78095,                0.84199,                0.39578,                 1.8939,                  1.122,                 1.4172,              0.0048058,              0.0048058,              0.0048058
                    790,                0.46223,                0.26955,                0.79605,                0.86629,                0.77181,                0.84088,                0.39491,                 1.8933,                 1.1136,                 1.4182,              0.0047992,              0.0047992,              0.0047992
                    791,                0.44699,                0.26193,                0.79689,                0.86056,                0.76547,                 0.8376,                0.39124,                 1.8944,                 1.1208,                 1.4185,              0.0047926,              0.0047926,              0.0047926
                    792,                 0.4623,                0.26166,                0.79712,                0.86217,                0.76759,                0.83663,                 0.3913,                 1.8888,                 1.1146,                 1.4134,               0.004786,               0.004786,               0.004786
                    793,                0.44523,                 0.2565,                0.79558,                0.86085,                 0.7731,                0.83327,                0.38792,                 1.8865,                  1.095,                 1.4117,              0.0047794,              0.0047794,              0.0047794
                    794,                0.45688,                0.25647,                0.79875,                0.85646,                0.77164,                0.83087,                0.38684,                 1.8797,                 1.0882,                 1.4083,              0.0047728,              0.0047728,              0.0047728
                    795,                0.46159,                0.25698,                0.79622,                 0.8507,                0.77023,                0.82512,                0.38939,                 1.8862,                 1.0688,                 1.4074,              0.0047662,              0.0047662,              0.0047662
                    796,                0.46343,                0.26521,                0.79707,                0.85121,                0.77705,                  0.834,                0.39466,                  1.887,                 1.0677,                 1.4077,              0.0047596,              0.0047596,              0.0047596
                    797,                0.45213,                0.27461,                0.79805,                0.85471,                0.77734,                0.83468,                0.39037,                 1.8829,                 1.0494,                  1.408,               0.004753,               0.004753,               0.004753
                    798,                0.45401,                0.25981,                0.79495,                0.85595,                0.77496,                0.84417,                0.39523,                 1.8816,                 1.0483,                 1.4076,              0.0047464,              0.0047464,              0.0047464
                    799,                0.45846,                0.25808,                0.79464,                0.85582,                0.77169,                0.83822,                0.39223,                 1.8732,                 1.0435,                  1.406,              0.0047398,              0.0047398,              0.0047398
                    800,                0.45085,                0.26138,                 0.7973,                0.85788,                0.77506,                0.84192,                0.39031,                 1.8739,                 1.0407,                 1.4026,              0.0047332,              0.0047332,              0.0047332
                    801,                0.44787,                0.26465,                0.79652,                0.85791,                 0.7728,                 0.8363,                0.39108,                 1.8799,                 1.0518,                 1.4058,              0.0047266,              0.0047266,              0.0047266
                    802,                0.45861,                0.26509,                0.79512,                  0.857,                0.77279,                 0.8347,                0.38967,                 1.8822,                 1.0432,                 1.4059,                0.00472,                0.00472,                0.00472
                    803,                0.45152,                0.26252,                0.79962,                0.85804,                 0.7703,                0.82457,                0.38943,                 1.8769,                 1.0517,                 1.4055,              0.0047134,              0.0047134,              0.0047134
                    804,                 0.4532,                0.25767,                0.79784,                0.84262,                0.76503,                0.82053,                0.38751,                 1.8747,                 1.0547,                 1.4074,              0.0047068,              0.0047068,              0.0047068
                    805,                0.44353,                0.25513,                0.79771,                0.84009,                0.76496,                0.81588,                0.38839,                 1.8768,                 1.0491,                 1.4089,              0.0047002,              0.0047002,              0.0047002
                    806,                0.44088,                0.26331,                0.79371,                 0.8522,                0.76683,                0.82503,                0.39137,                 1.8816,                 1.0629,                 1.4089,              0.0046936,              0.0046936,              0.0046936
                    807,                0.45211,                0.26392,                0.79623,                0.85156,                0.77359,                0.82476,                0.38867,                 1.8852,                 1.0651,                 1.4048,               0.004687,               0.004687,               0.004687
                    808,                0.44453,                0.25455,                0.79537,                0.85008,                0.77254,                 0.8268,                0.39338,                 1.8834,                 1.0594,                 1.4028,              0.0046804,              0.0046804,              0.0046804
                    809,                0.45381,                0.25921,                0.79711,                0.85563,                0.77295,                   0.83,                0.39222,                 1.8818,                 1.0489,                 1.4026,              0.0046738,              0.0046738,              0.0046738
                    810,                0.45364,                0.26717,                0.79635,                0.87446,                0.77583,                0.83624,                0.39521,                 1.8828,                 1.0569,                 1.4056,              0.0046672,              0.0046672,              0.0046672
                    811,                0.44403,                0.26053,                0.79832,                0.86107,                0.78635,                0.84016,                0.39726,                 1.8789,                 1.0455,                 1.4049,              0.0046606,              0.0046606,              0.0046606
                    812,                0.45767,                 0.2607,                0.79397,                0.86864,                 0.7817,                 0.8391,                 0.3948,                 1.8946,                  1.062,                 1.4088,               0.004654,               0.004654,               0.004654
                    813,                0.44176,                0.25781,                0.79346,                0.86286,                0.77856,                0.83982,                0.39515,                 1.8954,                 1.0568,                 1.4089,              0.0046474,              0.0046474,              0.0046474
                    814,                0.44818,                0.25641,                0.79751,                  0.886,                  0.774,                0.84253,                0.39484,                 1.9001,                 1.0673,                 1.4091,              0.0046408,              0.0046408,              0.0046408
                    815,                0.45029,                0.26448,                0.79317,                0.87354,                0.78469,                0.84696,                0.39501,                 1.8928,                 1.0706,                 1.4074,              0.0046342,              0.0046342,              0.0046342
                    816,                0.42949,                0.25303,                0.79414,                0.86967,                0.77949,                0.84275,                0.39606,                 1.8892,                 1.0884,                 1.4049,              0.0046276,              0.0046276,              0.0046276
                    817,                0.45143,                 0.2694,                0.79861,                0.86316,                0.78032,                 0.8358,                0.39298,                 1.8941,                 1.0964,                 1.4053,               0.004621,               0.004621,               0.004621
                    818,                0.44933,                0.25931,                0.79394,                 0.8587,                0.78125,                 0.8394,                0.39552,                 1.9002,                 1.0959,                 1.4063,              0.0046144,              0.0046144,              0.0046144
                    819,                0.44571,                0.25355,                0.79406,                0.85808,                0.78132,                0.84189,                0.39711,                 1.8957,                 1.0893,                 1.4013,              0.0046078,              0.0046078,              0.0046078
                    820,                0.45356,                0.25317,                0.79429,                0.86932,                0.77876,                0.83874,                0.39789,                 1.8959,                 1.0918,                 1.4002,              0.0046012,              0.0046012,              0.0046012
                    821,                0.44479,                0.25096,                0.79381,                0.86825,                0.78379,                 0.8423,                0.39947,                 1.8973,                 1.0764,                    1.4,              0.0045946,              0.0045946,              0.0045946
                    822,                0.44823,                0.25361,                0.79343,                0.87049,                0.78773,                0.85171,                0.40064,                 1.8958,                 1.0523,                    1.4,               0.004588,               0.004588,               0.004588
                    823,                0.44328,                0.25152,                0.79125,                 0.8654,                0.78303,                0.84666,                0.39901,                 1.8928,                 1.0434,                 1.3985,              0.0045814,              0.0045814,              0.0045814
                    824,                0.43948,                0.24876,                0.79388,                0.86026,                0.78272,                0.84691,                0.39688,                 1.8877,                 1.0315,                 1.3981,              0.0045748,              0.0045748,              0.0045748
                    825,                 0.4415,                0.26374,                0.79235,                0.85954,                  0.778,                0.83989,                0.39512,                 1.8848,                 1.0339,                 1.3995,              0.0045682,              0.0045682,              0.0045682
                    826,                0.44001,                0.25715,                0.79542,                0.86222,                0.78076,                0.83858,                 0.3953,                 1.8871,                 1.0292,                 1.3993,              0.0045616,              0.0045616,              0.0045616
                    827,                0.43099,                0.25385,                0.79214,                0.86632,                0.78479,                  0.837,                0.39366,                 1.8936,                 1.0402,                 1.4019,               0.004555,               0.004555,               0.004555
                    828,                0.43257,                0.25693,                0.79379,                0.86788,                0.77592,                0.83495,                0.39395,                 1.9011,                 1.0674,                 1.4085,              0.0045484,              0.0045484,              0.0045484
                    829,                0.44877,                0.25893,                0.79462,                0.86576,                0.77063,                0.83715,                0.39447,                 1.9076,                   1.09,                 1.4138,              0.0045418,              0.0045418,              0.0045418
                    830,                0.43534,                0.24859,                0.79212,                0.86732,                0.76739,                0.83411,                 0.3921,                 1.9045,                 1.1114,                 1.4143,              0.0045352,              0.0045352,              0.0045352
                    831,                0.44061,                0.25803,                0.79357,                0.86984,                0.76547,                0.83504,                0.39238,                 1.9043,                 1.1137,                 1.4142,              0.0045286,              0.0045286,              0.0045286
                    832,                0.43929,                0.26371,                0.79501,                0.87039,                0.77138,                0.83945,                0.39539,                 1.9012,                 1.1083,                 1.4095,               0.004522,               0.004522,               0.004522
                    833,                0.44087,                0.25375,                0.79698,                 0.8571,                 0.7622,                0.83055,                0.39642,                    1.9,                 1.1217,                 1.4076,              0.0045154,              0.0045154,              0.0045154
                    834,                0.44599,                0.25297,                0.79289,                0.86131,                0.75804,                0.83127,                0.39384,                 1.8981,                 1.1387,                 1.4046,              0.0045088,              0.0045088,              0.0045088
                    835,                0.43909,                0.26279,                0.79359,                0.85345,                0.75265,                0.82282,                0.39226,                 1.8862,                 1.1351,                 1.4006,              0.0045022,              0.0045022,              0.0045022
                    836,                0.43244,                0.25526,                0.79607,                0.85619,                0.74902,                0.82137,                 0.3915,                 1.8863,                 1.1396,                 1.4025,              0.0044956,              0.0044956,              0.0044956
                    837,                0.45074,                0.25934,                0.79369,                0.85521,                0.74488,                0.81707,                0.39023,                 1.8897,                 1.1578,                 1.4039,               0.004489,               0.004489,               0.004489
                    838,                0.44424,                  0.251,                0.79166,                0.85344,                0.74337,                0.81072,                0.38965,                 1.9017,                 1.1694,                 1.4117,              0.0044824,              0.0044824,              0.0044824
                    839,                0.43961,                0.25099,                0.79275,                0.84397,                 0.7404,                0.81494,                0.39044,                 1.9064,                 1.1763,                 1.4165,              0.0044758,              0.0044758,              0.0044758
                    840,                 0.4431,                0.25347,                0.79154,                0.85172,                0.75109,                0.81498,                 0.3896,                  1.906,                 1.1784,                 1.4175,              0.0044692,              0.0044692,              0.0044692
                    841,                0.44157,                0.25173,                0.79204,                0.84529,                0.74674,                0.81114,                0.38677,                 1.9006,                 1.1725,                 1.4178,              0.0044626,              0.0044626,              0.0044626
                    842,                0.43773,                0.25075,                0.79285,                0.85316,                0.75655,                0.81505,                0.38903,                 1.8964,                 1.1686,                 1.4129,               0.004456,               0.004456,               0.004456
                    843,                0.43672,                0.24952,                0.79632,                 0.8581,                0.76153,                0.81977,                0.39004,                 1.8897,                 1.1484,                 1.4107,              0.0044494,              0.0044494,              0.0044494
                    844,                0.44046,                0.25683,                0.79294,                0.86214,                 0.7662,                0.82546,                0.39102,                   1.89,                 1.1428,                 1.4081,              0.0044428,              0.0044428,              0.0044428
                    845,                0.43374,                0.25209,                0.79428,                0.86064,                0.76905,                0.82415,                0.39122,                 1.8861,                 1.1476,                 1.4066,              0.0044362,              0.0044362,              0.0044362
                    846,                0.42451,                0.25078,                0.79309,                0.86449,                0.77295,                0.82589,                0.39216,                 1.8805,                 1.1303,                 1.4025,              0.0044296,              0.0044296,              0.0044296
                    847,                0.43617,                0.25673,                0.79118,                0.86721,                 0.7764,                0.83103,                0.39334,                 1.8813,                 1.1214,                 1.3998,               0.004423,               0.004423,               0.004423
                    848,                0.44059,                 0.2561,                 0.7912,                0.86477,                0.77194,                0.82954,                 0.3905,                 1.8808,                 1.1136,                 1.3935,              0.0044164,              0.0044164,              0.0044164
                    849,                 0.4326,                0.25093,                0.79356,                0.86079,                0.77267,                0.82906,                0.38837,                 1.8796,                 1.1252,                 1.3911,              0.0044098,              0.0044098,              0.0044098
                    850,                0.43815,                0.25106,                0.79322,                0.86444,                0.76973,                0.83705,                0.39369,                 1.8792,                 1.1278,                 1.3933,              0.0044032,              0.0044032,              0.0044032
                    851,                0.43696,                0.24927,                0.79563,                0.86569,                0.77474,                0.84207,                0.39462,                  1.886,                 1.1257,                 1.3995,              0.0043966,              0.0043966,              0.0043966
                    852,                0.44205,                0.25289,                0.79242,                0.86712,                0.77656,                0.83352,                0.39196,                 1.8862,                 1.1298,                 1.3974,                0.00439,                0.00439,                0.00439
                    853,                  0.438,                0.25525,                0.78924,                0.86504,                 0.7781,                0.83156,                0.39372,                 1.8832,                 1.1115,                 1.3965,              0.0043834,              0.0043834,              0.0043834
                    854,                0.44142,                 0.2508,                 0.7918,                0.86061,                  0.781,                0.83264,                0.39385,                 1.8878,                 1.1196,                 1.3982,              0.0043768,              0.0043768,              0.0043768
                    855,                0.43406,                0.24846,                0.79537,                0.85629,                0.78026,                0.82694,                0.38977,                 1.8882,                 1.1141,                 1.3991,              0.0043702,              0.0043702,              0.0043702
                    856,                0.44601,                0.25362,                0.79458,                0.85813,                0.77078,                0.82792,                0.39145,                 1.8925,                 1.1061,                 1.4059,              0.0043636,              0.0043636,              0.0043636
                    857,                0.43406,                0.25639,                 0.7961,                0.86385,                 0.7731,                0.83199,                0.39321,                 1.8945,                 1.1143,                 1.4081,               0.004357,               0.004357,               0.004357
                    858,                0.43144,                0.26216,                0.79595,                0.86297,                0.77406,                 0.8267,                0.39057,                 1.8931,                 1.1102,                 1.4086,              0.0043504,              0.0043504,              0.0043504
                    859,                0.42976,                0.25494,                0.79457,                 0.8642,                0.77347,                0.83002,                0.39216,                 1.8947,                  1.096,                 1.4147,              0.0043438,              0.0043438,              0.0043438
                    860,                0.43572,                0.25628,                0.79562,                0.87684,                0.78123,                0.84992,                 0.3959,                 1.8954,                 1.0817,                 1.4131,              0.0043372,              0.0043372,              0.0043372
                    861,                0.45017,                0.26331,                0.79535,                0.88199,                0.78171,                0.84916,                0.39553,                 1.8912,                 1.0823,                 1.4086,              0.0043306,              0.0043306,              0.0043306
                    862,                0.42729,                0.24652,                0.79102,                0.88068,                0.78727,                0.84835,                0.39855,                  1.888,                 1.0922,                 1.3991,               0.004324,               0.004324,               0.004324
                    863,                0.42647,                  0.248,                0.78968,                0.87954,                0.78756,                 0.8521,                0.39999,                 1.8891,                 1.0991,                  1.399,              0.0043174,              0.0043174,              0.0043174
                    864,                0.43381,                0.25184,                0.79044,                0.86898,                 0.7832,                0.84535,                0.39902,                 1.8842,                 1.0846,                 1.4021,              0.0043108,              0.0043108,              0.0043108
                    865,                0.43402,                0.24803,                0.79404,                 0.8685,                0.78198,                0.84127,                0.39658,                 1.8809,                 1.0684,                 1.4047,              0.0043042,              0.0043042,              0.0043042
                    866,                0.42376,                0.25285,                0.79346,                0.87186,                0.77517,                0.83982,                0.39572,                 1.8799,                 1.0623,                 1.4027,              0.0042976,              0.0042976,              0.0042976
                    867,                0.43676,                0.25435,                 0.7918,                0.87632,                0.77612,                0.84144,                0.39977,                 1.8772,                 1.0683,                 1.4022,               0.004291,               0.004291,               0.004291
                    868,                0.42971,                0.24683,                0.78833,                0.86783,                0.77453,                 0.8362,                0.39997,                 1.8783,                 1.0884,                 1.4039,              0.0042844,              0.0042844,              0.0042844
                    869,                0.43279,                0.24676,                0.79103,                0.86931,                0.77579,                0.83643,                0.39895,                 1.8838,                 1.0917,                 1.4057,              0.0042778,              0.0042778,              0.0042778
                    870,                0.43415,                0.25003,                0.79158,                0.87054,                0.77693,                0.84052,                0.39919,                 1.8949,                 1.0975,                 1.4101,              0.0042712,              0.0042712,              0.0042712
                    871,                0.42583,                0.24419,                 0.7931,                0.86424,                0.77818,                0.84008,                 0.4021,                 1.8972,                 1.1052,                 1.4104,              0.0042646,              0.0042646,              0.0042646
                    872,                0.42855,                0.24431,                0.79129,                0.86209,                 0.7795,                0.83948,                0.40092,                  1.899,                 1.1186,                 1.4155,               0.004258,               0.004258,               0.004258
                    873,                0.43389,                0.25017,                 0.7943,                0.86345,                  0.777,                0.84189,                0.40125,                 1.8967,                 1.1042,                 1.4186,              0.0042514,              0.0042514,              0.0042514
                    874,                0.42898,                0.25017,                0.79162,                0.86733,                0.77795,                0.83979,                0.39832,                  1.893,                  1.102,                  1.419,              0.0042448,              0.0042448,              0.0042448
                    875,                0.42771,                0.25293,                0.79421,                0.86748,                0.77939,                0.83889,                0.39774,                 1.8917,                 1.1119,                 1.4201,              0.0042382,              0.0042382,              0.0042382
                    876,                0.42719,                0.24908,                0.78968,                0.86128,                0.77274,                0.83452,                0.39629,                 1.8904,                  1.121,                 1.4177,              0.0042316,              0.0042316,              0.0042316
                    877,                0.42705,                0.24704,                0.79406,                0.85932,                0.76079,                0.82394,                0.39392,                 1.8887,                  1.132,                 1.4133,               0.004225,               0.004225,               0.004225
                    878,                0.43548,                0.24971,                0.79298,                0.86627,                0.76288,                0.82352,                0.39302,                 1.8817,                 1.1262,                 1.4092,              0.0042184,              0.0042184,              0.0042184
                    879,                0.43595,                0.25823,                0.79331,                0.86755,                0.76891,                 0.8248,                0.39125,                 1.8774,                 1.1145,                 1.4039,              0.0042118,              0.0042118,              0.0042118
                    880,                0.42799,                0.25452,                0.79605,                0.86469,                0.76703,                0.83057,                0.39335,                 1.8769,                  1.104,                 1.4013,              0.0042052,              0.0042052,              0.0042052
                    881,                0.42919,                0.26594,                0.79176,                0.86855,                 0.7653,                0.83268,                0.39301,                 1.8803,                  1.106,                 1.4028,              0.0041986,              0.0041986,              0.0041986
                    882,                0.42356,                0.25565,                 0.7936,                0.87128,                0.76597,                0.83387,                0.39274,                 1.8812,                 1.1203,                 1.4061,               0.004192,               0.004192,               0.004192
                    883,                0.43416,                 0.2508,                0.79287,                0.86994,                0.76517,                0.83048,                0.39228,                 1.8752,                 1.1348,                 1.4063,              0.0041854,              0.0041854,              0.0041854
                    884,                0.43806,                0.24995,                 0.7917,                0.86676,                0.76614,                0.83438,                0.39379,                 1.8771,                 1.1675,                 1.4079,              0.0041788,              0.0041788,              0.0041788
                    885,                0.43696,                0.25264,                0.79244,                0.86603,                0.76159,                0.82869,                0.39171,                 1.8808,                 1.1942,                 1.4096,              0.0041722,              0.0041722,              0.0041722
                    886,                0.43578,                0.24974,                0.79511,                0.87036,                0.75878,                0.82539,                0.39062,                 1.8796,                 1.1959,                 1.4128,              0.0041656,              0.0041656,              0.0041656
                    887,                0.43202,                 0.2455,                0.79146,                0.86562,                0.75898,                 0.8229,                0.39033,                 1.8792,                  1.194,                   1.42,               0.004159,               0.004159,               0.004159
