                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    287,                0.63942,                0.32862,                0.82352,                0.85034,                0.76056,                0.81163,                0.38196,                 1.8941,                 1.2749,                 1.3722,               0.008119,               0.008119,               0.008119
                    288,                0.62261,                0.32728,                0.82013,                0.84826,                0.75862,                0.81942,                0.38519,                 1.9192,                 1.1921,                  1.401,              0.0081124,              0.0081124,              0.0081124
                    289,                0.63075,                 0.3288,                 0.8213,                0.87713,                0.76773,                0.83666,                0.38637,                 1.9001,                 1.0185,                 1.3898,              0.0081058,              0.0081058,              0.0081058
                    290,                0.62801,                0.32827,                0.82033,                0.87131,                 0.7767,                0.83408,                0.38533,                  1.903,                0.97262,                 1.3796,              0.0080992,              0.0080992,              0.0080992
                    291,                0.63962,                0.33168,                0.82553,                0.84321,                0.80522,                0.83963,                0.39007,                 1.9117,                0.98665,                 1.3774,              0.0080926,              0.0080926,              0.0080926
                    292,                0.64384,                0.33317,                0.81933,                0.87174,                0.80282,                 0.8413,                0.39131,                 1.9026,                0.91734,                  1.395,               0.008086,               0.008086,               0.008086
                    293,                0.63334,                0.33297,                0.82527,                0.84119,                0.82011,                0.84492,                0.39011,                 1.8985,                0.91506,                 1.3902,              0.0080794,              0.0080794,              0.0080794
                    294,                0.62806,                0.32867,                0.81857,                0.87056,                0.78739,                0.84124,                0.39228,                 1.9086,                0.97674,                 1.3828,              0.0080728,              0.0080728,              0.0080728
                    295,                 0.6078,                0.32353,                0.81873,                0.87555,                0.76966,                0.83193,                0.38619,                 1.9322,                 1.0142,                 1.3969,              0.0080662,              0.0080662,              0.0080662
                    296,                0.62246,                 0.3317,                0.82132,                0.87649,                0.80108,                0.84532,                0.39069,                 1.9229,                0.91093,                 1.3971,              0.0080596,              0.0080596,              0.0080596
                    297,                0.62334,                 0.3204,                0.82403,                0.86726,                0.78913,                0.84038,                0.38954,                 1.9378,                 1.0092,                  1.401,               0.008053,               0.008053,               0.008053
                    298,                0.62308,                0.32076,                0.82308,                 0.8603,                0.78045,                0.83532,                0.39396,                 1.9394,                 1.0023,                 1.4169,              0.0080464,              0.0080464,              0.0080464
                    299,                0.62518,                0.33287,                0.82175,                0.84967,                0.77925,                0.83489,                0.39096,                 1.9043,                 1.0273,                 1.3923,              0.0080398,              0.0080398,              0.0080398
                    300,                0.62252,                0.33577,                0.82026,                0.85361,                0.80171,                0.83023,                0.38547,                 1.8999,                0.99375,                 1.3721,              0.0080332,              0.0080332,              0.0080332
                    301,                0.62836,                0.32462,                0.81955,                0.86631,                0.81375,                0.84944,                0.38863,                 1.8968,                0.95008,                 1.3826,              0.0080266,              0.0080266,              0.0080266
                    302,                 0.6133,                0.32721,                0.81658,                0.84709,                0.80263,                0.84896,                0.39206,                 1.9208,                0.92461,                 1.4203,                0.00802,                0.00802,                0.00802
                    303,                0.61802,                0.32583,                0.82068,                0.86116,                0.81141,                0.84281,                0.38587,                  1.922,                0.92324,                 1.4066,              0.0080134,              0.0080134,              0.0080134
                    304,                0.61097,                0.31967,                0.81754,                0.85964,                0.80838,                0.83761,                0.38561,                 1.9568,                0.95072,                 1.3919,              0.0080068,              0.0080068,              0.0080068
                    305,                0.61705,                0.32702,                0.82231,                0.84713,                0.81759,                0.83803,                0.38555,                  1.928,                0.94332,                 1.3901,              0.0080002,              0.0080002,              0.0080002
                    306,                0.61579,                0.33381,                0.81897,                0.83172,                0.78228,                0.82143,                0.38184,                 1.9162,                0.98697,                 1.3868,              0.0079936,              0.0079936,              0.0079936
                    307,                0.61682,                0.32946,                0.81757,                 0.8693,                0.77209,                0.83007,                0.38264,                 1.9116,                0.99818,                 1.3905,               0.007987,               0.007987,               0.007987
                    308,                0.62506,                  0.324,                0.81874,                0.85054,                0.78183,                0.83334,                0.38543,                 1.8879,                 1.0689,                 1.3784,              0.0079804,              0.0079804,              0.0079804
                    309,                0.62773,                0.32288,                0.82031,                0.87061,                0.75371,                0.83135,                 0.3873,                 1.8812,                 1.0259,                 1.3787,              0.0079738,              0.0079738,              0.0079738
                    310,                0.61061,                0.32067,                  0.821,                0.82565,                0.77796,                0.82543,                0.39278,                 1.8911,                0.99737,                 1.3979,              0.0079672,              0.0079672,              0.0079672
                    311,                0.61043,                0.31565,                0.81964,                0.84094,                0.80134,                0.83696,                0.39465,                 1.8816,                0.92841,                 1.3925,              0.0079606,              0.0079606,              0.0079606
                    312,                0.60699,                0.32043,                0.81896,                0.86294,                0.80349,                0.85115,                0.40145,                 1.8933,                0.87546,                 1.3757,               0.007954,               0.007954,               0.007954
                    313,                0.61448,                0.32593,                0.81974,                 0.8597,                 0.7871,                0.84234,                0.39053,                 1.9092,                   0.92,                 1.3777,              0.0079474,              0.0079474,              0.0079474
                    314,                0.61327,                0.32206,                0.81792,                0.82075,                0.79818,                0.83115,                0.38465,                  1.942,                0.95542,                 1.4038,              0.0079408,              0.0079408,              0.0079408
                    315,                0.61107,                0.33165,                0.81473,                0.85427,                0.78052,                0.82195,                0.38165,                 1.9111,                0.96209,                  1.383,              0.0079342,              0.0079342,              0.0079342
                    316,                 0.6171,                0.32157,                0.82165,                0.83099,                0.78874,                0.81258,                0.37688,                 1.9177,                 1.0202,                 1.3797,              0.0079276,              0.0079276,              0.0079276
                    317,                0.62328,                0.32258,                0.82203,                0.84987,                0.80546,                0.84455,                0.39115,                 1.8934,                 1.0066,                 1.3769,               0.007921,               0.007921,               0.007921
                    318,                 0.6076,                0.31881,                0.81759,                0.84749,                0.79758,                0.84852,                0.39452,                 1.8921,                0.99655,                 1.3762,              0.0079144,              0.0079144,              0.0079144
                    319,                0.60505,                0.31612,                0.81543,                0.84494,                0.79847,                0.84155,                0.39076,                 1.8904,                 1.0119,                 1.3671,              0.0079078,              0.0079078,              0.0079078
                    320,                0.61634,                0.31867,                0.81706,                0.85631,                0.80381,                0.85095,                0.39252,                 1.8867,                 1.0429,                 1.3652,              0.0079012,              0.0079012,              0.0079012
                    321,                0.63144,                0.32416,                0.81604,                0.87716,                0.80361,                0.85708,                0.39717,                 1.8636,                 1.0063,                 1.3493,              0.0078946,              0.0078946,              0.0078946
                    322,                0.61309,                0.33313,                0.81781,                0.85952,                 0.8039,                0.84764,                0.39186,                 1.8838,                0.98523,                 1.3625,               0.007888,               0.007888,               0.007888
                    323,                0.61186,                0.33129,                0.81741,                0.86347,                0.79555,                0.85326,                0.39605,                  1.921,                 1.0272,                 1.3858,              0.0078814,              0.0078814,              0.0078814
                    324,                0.61297,                0.31965,                0.81945,                0.84858,                0.81598,                0.85846,                0.40208,                 1.9106,                 1.0152,                 1.3768,              0.0078748,              0.0078748,              0.0078748
                    325,                0.61711,                0.32885,                0.81952,                0.86258,                0.81152,                0.86841,                0.40031,                 1.8752,                0.97083,                  1.358,              0.0078682,              0.0078682,              0.0078682
                    326,                0.59959,                0.32086,                0.81676,                 0.8681,                0.80412,                0.85137,                0.38688,                 1.8971,                0.96845,                  1.363,              0.0078616,              0.0078616,              0.0078616
                    327,                0.61113,                0.32389,                0.81631,                0.84572,                0.81472,                0.84431,                0.38989,                 1.8811,                0.95403,                 1.3649,               0.007855,               0.007855,               0.007855
                    328,                0.60857,                0.33266,                 0.8211,                0.85439,                0.79514,                0.83054,                0.38118,                 1.9179,                0.99549,                 1.3823,              0.0078484,              0.0078484,              0.0078484
                    329,                0.61173,                0.32262,                0.81971,                 0.8508,                0.79733,                0.83164,                0.38237,                 1.9214,                 1.0182,                 1.3893,              0.0078418,              0.0078418,              0.0078418
                    330,                0.60522,                0.31536,                0.82008,                0.84714,                0.80412,                0.83679,                0.38603,                 1.9151,                 1.0047,                 1.3919,              0.0078352,              0.0078352,              0.0078352
                    331,                0.61013,                0.31977,                0.81848,                0.83252,                0.78746,                 0.8244,                0.38803,                 1.8921,                 1.1128,                 1.3783,              0.0078286,              0.0078286,              0.0078286
                    332,                 0.6043,                0.32786,                0.81675,                0.87644,                0.76448,                0.82659,                0.38297,                 1.9081,                 1.0726,                 1.3705,               0.007822,               0.007822,               0.007822
                    333,                0.60143,                0.32803,                0.81941,                 0.8376,                0.78181,                0.81981,                0.37649,                 1.8994,                 1.0278,                 1.3751,              0.0078154,              0.0078154,              0.0078154
                    334,                0.60593,                0.32358,                0.81913,                0.85933,                0.77801,                0.82455,                0.37972,                 1.8889,                0.96215,                 1.3776,              0.0078088,              0.0078088,              0.0078088
                    335,                0.61084,                0.31832,                0.81775,                   0.84,                0.81084,                0.83102,                0.38179,                 1.8895,                0.93763,                 1.3746,              0.0078022,              0.0078022,              0.0078022
                    336,                0.61119,                0.32262,                0.81395,                0.83821,                0.79731,                0.83873,                0.39562,                 1.8738,                0.95954,                 1.3761,              0.0077956,              0.0077956,              0.0077956
                    337,                0.61638,                0.32016,                0.81931,                0.85174,                0.79501,                0.82537,                0.38411,                 1.8937,                0.93945,                  1.385,               0.007789,               0.007789,               0.007789
                    338,                0.60793,                0.31558,                0.81957,                0.84467,                0.80207,                0.83243,                  0.387,                 1.8892,                0.98866,                 1.3843,              0.0077824,              0.0077824,              0.0077824
                    339,                 0.6003,                0.31965,                0.81704,                0.86539,                0.78615,                0.83233,                0.39636,                 1.9014,                 1.0416,                 1.3873,              0.0077758,              0.0077758,              0.0077758
                    340,                0.60319,                0.31652,                0.81655,                0.87185,                 0.7869,                0.84704,                0.39851,                 1.8906,                 1.0074,                 1.3845,              0.0077692,              0.0077692,              0.0077692
                    341,                0.61182,                0.32656,                0.81968,                0.86602,                0.79763,                0.84498,                0.38982,                 1.9228,                0.99788,                 1.3853,              0.0077626,              0.0077626,              0.0077626
                    342,                0.59994,                0.31582,                0.81562,                0.85573,                0.79648,                0.83667,                0.38738,                  1.924,                 1.0646,                 1.3918,               0.007756,               0.007756,               0.007756
                    343,                 0.6051,                0.31549,                0.81435,                0.84391,                 0.7884,                0.83093,                0.38575,                 1.9184,                 1.0549,                 1.3941,              0.0077494,              0.0077494,              0.0077494
                    344,                0.60545,                  0.317,                0.82057,                0.86183,                 0.7759,                0.83818,                0.39056,                 1.9267,                 1.0333,                  1.394,              0.0077428,              0.0077428,              0.0077428
                    345,                0.60185,                0.32236,                0.81883,                0.86222,                0.77134,                0.82646,                0.38898,                 1.9072,                 1.0043,                 1.3901,              0.0077362,              0.0077362,              0.0077362
                    346,                0.60961,                0.31703,                0.81549,                0.87522,                0.79686,                0.83191,                0.38578,                 1.9062,                0.97242,                 1.3992,              0.0077296,              0.0077296,              0.0077296
                    347,                0.60478,                0.31959,                0.81441,                0.86328,                0.79048,                0.83078,                0.38931,                  1.918,                0.99547,                 1.4004,               0.007723,               0.007723,               0.007723
                    348,                0.59428,                0.32418,                 0.8154,                0.84704,                0.78747,                0.82903,                0.38984,                 1.9057,                0.97552,                  1.383,              0.0077164,              0.0077164,              0.0077164
                    349,                0.60105,                0.32974,                0.81632,                0.87114,                0.76079,                0.83764,                0.39387,                 1.8987,                0.97137,                 1.3784,              0.0077098,              0.0077098,              0.0077098
                    350,                0.60153,                 0.3196,                 0.8164,                0.85023,                0.77563,                0.83345,                0.39815,                  1.902,                 1.0017,                 1.3775,              0.0077032,              0.0077032,              0.0077032
                    351,                0.59236,                0.31195,                 0.8129,                0.85936,                0.78698,                0.83918,                0.39644,                 1.8881,                0.96944,                 1.3719,              0.0076966,              0.0076966,              0.0076966
                    352,                0.60597,                 0.3148,                0.81511,                0.86869,                 0.8105,                0.86239,                0.40287,                 1.8556,                0.93178,                   1.38,                0.00769,                0.00769,                0.00769
                    353,                0.59711,                0.31462,                0.81405,                0.87584,                0.81166,                0.85643,                0.40137,                 1.8439,                0.95621,                 1.3807,              0.0076834,              0.0076834,              0.0076834
                    354,                0.59011,                0.31498,                0.81548,                0.85792,                 0.8171,                0.85161,                0.40028,                 1.8758,                0.96639,                 1.3936,              0.0076768,              0.0076768,              0.0076768
                    355,                0.59085,                0.31302,                0.81293,                0.88539,                0.78295,                0.83882,                0.39776,                 1.8803,                0.91534,                 1.3881,              0.0076702,              0.0076702,              0.0076702
                    356,                0.60141,                0.32033,                0.81942,                0.86725,                0.80156,                 0.8346,                0.39716,                 1.8622,                0.96947,                 1.3806,              0.0076636,              0.0076636,              0.0076636
                    357,                 0.6024,                0.31869,                 0.8162,                0.85571,                0.81027,                0.83841,                0.39773,                 1.8774,                0.98108,                 1.3847,               0.007657,               0.007657,               0.007657
                    358,                0.59172,                0.31296,                0.81546,                0.87033,                 0.8072,                0.84927,                0.39663,                 1.8998,                0.94015,                  1.388,              0.0076504,              0.0076504,              0.0076504
                    359,                0.58925,                0.31011,                0.81092,                0.87118,                0.78338,                0.83992,                0.38921,                  1.885,                 0.9413,                 1.3817,              0.0076438,              0.0076438,              0.0076438
                    360,                0.58063,                0.31195,                0.81533,                0.85974,                0.79833,                 0.8401,                0.39287,                 1.8809,                 1.0237,                 1.3696,              0.0076372,              0.0076372,              0.0076372
                    361,                0.57983,                0.31391,                0.81958,                0.86967,                0.78253,                0.83004,                0.38924,                 1.9046,                0.99924,                 1.3844,              0.0076306,              0.0076306,              0.0076306
                    362,                0.57384,                0.32562,                0.81413,                0.85178,                0.77666,                0.82625,                0.39035,                 1.8863,                 1.0021,                 1.3869,               0.007624,               0.007624,               0.007624
                    363,                0.58448,                0.31697,                0.81584,                 0.8531,                0.79382,                0.84279,                0.39265,                 1.9094,                 1.0104,                 1.3947,              0.0076174,              0.0076174,              0.0076174
                    364,                0.59275,                0.31108,                0.81413,                0.84609,                0.80971,                0.84906,                0.39326,                 1.8959,                0.96767,                 1.3821,              0.0076108,              0.0076108,              0.0076108
                    365,                0.59997,                0.31783,                0.81226,                0.87725,                0.79347,                0.85013,                0.40151,                 1.8866,                0.97286,                 1.3751,              0.0076042,              0.0076042,              0.0076042
                    366,                 0.5838,                0.30642,                0.81269,                0.86491,                0.79018,                0.83839,                0.39932,                 1.8873,                 1.0351,                 1.3844,              0.0075976,              0.0075976,              0.0075976
                    367,                0.59951,                0.31252,                 0.8124,                 0.8609,                0.79263,                0.82829,                0.39252,                  1.905,                 1.0621,                 1.3927,               0.007591,               0.007591,               0.007591
                    368,                0.58651,                0.30915,                0.81421,                0.87261,                0.79274,                0.84316,                0.40008,                  1.905,                0.98971,                 1.4076,              0.0075844,              0.0075844,              0.0075844
                    369,                0.58491,                0.31036,                0.81379,                0.86835,                0.80127,                0.84587,                0.39877,                 1.9023,                0.96887,                 1.3948,              0.0075778,              0.0075778,              0.0075778
                    370,                0.59341,                0.31257,                 0.8151,                0.86613,                0.78254,                0.83968,                 0.4021,                 1.8885,                0.98654,                  1.369,              0.0075712,              0.0075712,              0.0075712
                    371,                0.58364,                0.32523,                 0.8123,                0.84805,                0.80273,                0.83536,                0.39326,                 1.9028,                0.95535,                 1.3865,              0.0075646,              0.0075646,              0.0075646
                    372,                0.60122,                0.31388,                0.81566,                0.88195,                0.77835,                0.83801,                 0.3882,                 1.9296,                 0.9808,                 1.4008,               0.007558,               0.007558,               0.007558
                    373,                0.59801,                0.31267,                0.81656,                0.85483,                0.79658,                0.83995,                0.39751,                 1.9072,                 1.0121,                 1.3946,              0.0075514,              0.0075514,              0.0075514
                    374,                0.59627,                0.31271,                0.81538,                 0.8597,                0.80695,                0.84891,                0.40728,                 1.8937,                 1.0244,                 1.3827,              0.0075448,              0.0075448,              0.0075448
                    375,                0.58802,                0.30825,                0.81468,                0.85869,                0.81205,                0.85182,                0.40735,                 1.8584,                 1.0079,                 1.3801,              0.0075382,              0.0075382,              0.0075382
                    376,                0.58908,                0.31065,                0.81448,                0.85316,                0.77913,                0.83065,                0.40075,                 1.8779,                 1.0084,                 1.3875,              0.0075316,              0.0075316,              0.0075316
                    377,                0.57936,                0.30791,                0.81713,                0.86196,                0.78217,                0.83546,                 0.3933,                 1.8775,                 1.0035,                 1.3826,               0.007525,               0.007525,               0.007525
                    378,                0.58023,                0.31696,                 0.8113,                0.84609,                0.79093,                0.83635,                0.39479,                 1.8745,                 1.0219,                 1.3745,              0.0075184,              0.0075184,              0.0075184
                    379,                 0.5746,                0.31909,                0.81047,                0.85511,                0.80286,                0.83248,                0.38637,                 1.8989,                0.99349,                 1.3838,              0.0075118,              0.0075118,              0.0075118
                    380,                0.58631,                0.31231,                0.81676,                0.84926,                0.78768,                0.81734,                0.38771,                 1.9022,                0.99116,                  1.396,              0.0075052,              0.0075052,              0.0075052
                    381,                0.57826,                 0.3076,                0.81437,                0.85753,                 0.7805,                0.82635,                0.38393,                 1.9187,                0.97845,                 1.4037,              0.0074986,              0.0074986,              0.0074986
                    382,                0.57502,                0.31469,                 0.8117,                 0.8657,                0.75008,                0.81694,                0.38172,                  1.931,                0.98406,                 1.4143,               0.007492,               0.007492,               0.007492
                    383,                0.58307,                0.31453,                 0.8146,                0.85503,                0.79721,                0.83677,                0.39496,                 1.9032,                0.94033,                 1.3914,              0.0074854,              0.0074854,              0.0074854
                    384,                0.58669,                0.30913,                0.81496,                0.86158,                0.79874,                0.84618,                0.39674,                 1.8803,                0.96944,                  1.382,              0.0074788,              0.0074788,              0.0074788
                    385,                0.58797,                0.30951,                0.81571,                0.84829,                0.79407,                0.82896,                 0.4011,                 1.8824,                0.94881,                  1.385,              0.0074722,              0.0074722,              0.0074722
                    386,                0.56913,                0.30462,                0.81595,                0.84961,                0.79489,                0.84655,                0.39925,                 1.9193,                 1.0264,                 1.3925,              0.0074656,              0.0074656,              0.0074656
                    387,                0.57139,                0.30306,                0.81479,                0.85178,                0.79658,                0.83912,                0.39556,                 1.9231,                  1.064,                 1.3865,               0.007459,               0.007459,               0.007459
                    388,                0.57569,                0.30946,                0.80937,                0.86654,                0.76379,                0.83982,                0.39065,                 1.9311,                 1.0578,                 1.3829,              0.0074524,              0.0074524,              0.0074524
                    389,                0.57931,                0.30332,                 0.8126,                 0.8556,                0.78293,                0.84793,                0.39755,                 1.9137,                 1.0258,                 1.3836,              0.0074458,              0.0074458,              0.0074458
                    390,                0.57831,                0.30968,                0.81176,                0.86425,                0.80699,                0.85852,                0.40142,                 1.9104,                0.95723,                 1.3862,              0.0074392,              0.0074392,              0.0074392
                    391,                0.58894,                 0.3186,                0.81475,                0.85953,                0.78819,                0.82491,                0.38619,                  1.903,                0.97733,                 1.3982,              0.0074326,              0.0074326,              0.0074326
                    392,                0.59066,                0.32051,                0.81637,                0.88498,                0.77297,                 0.8309,                0.38324,                 1.8913,                 1.0489,                 1.3984,               0.007426,               0.007426,               0.007426
                    393,                0.56105,                0.33087,                0.81499,                0.86841,                0.74893,                0.81939,                0.37556,                 1.9081,                 1.1219,                 1.4009,              0.0074194,              0.0074194,              0.0074194
                    394,                0.55284,                0.33738,                0.80972,                0.86865,                0.77072,                0.82375,                 0.3759,                 1.9156,                 1.1494,                 1.3987,              0.0074128,              0.0074128,              0.0074128
                    395,                0.58427,                0.31723,                0.81442,                0.87009,                0.80006,                0.84399,                0.38068,                 1.8955,                 1.1247,                 1.3853,              0.0074062,              0.0074062,              0.0074062
                    396,                0.57241,                0.30564,                0.81272,                0.84768,                0.80542,                0.84126,                0.38312,                 1.8853,                 1.1276,                 1.3797,              0.0073996,              0.0073996,              0.0073996
                    397,                0.57363,                0.31025,                0.81507,                0.84291,                0.77266,                0.82175,                0.38371,                 1.8988,                 1.1838,                  1.404,               0.007393,               0.007393,               0.007393
                    398,                0.56758,                0.31237,                 0.8106,                0.84503,                0.78645,                0.83072,                0.39382,                 1.8936,                 1.1141,                 1.4023,              0.0073864,              0.0073864,              0.0073864
                    399,                0.56599,                0.30897,                0.81007,                0.85254,                0.79083,                 0.8343,                0.38834,                  1.898,                 1.0163,                 1.3937,              0.0073798,              0.0073798,              0.0073798
                    400,                0.56227,                0.30362,                0.81054,                0.84376,                0.80103,                0.83672,                0.38741,                   1.91,                0.97726,                 1.3977,              0.0073732,              0.0073732,              0.0073732
                    401,                0.56434,                0.31083,                0.81357,                0.86926,                0.81508,                0.84794,                 0.3939,                 1.9007,                0.95139,                 1.3999,              0.0073666,              0.0073666,              0.0073666
                    402,                0.57944,                0.30703,                0.81316,                0.86242,                0.80687,                0.85129,                0.39568,                 1.9055,                0.98621,                 1.3832,                0.00736,                0.00736,                0.00736
                    403,                0.57087,                0.30376,                0.81162,                0.86659,                0.80268,                0.84311,                0.39447,                 1.8999,                 1.0333,                 1.3901,              0.0073534,              0.0073534,              0.0073534
                    404,                0.57938,                 0.3163,                0.81062,                0.85214,                0.79804,                 0.8466,                 0.3997,                 1.9088,                 1.0283,                 1.4098,              0.0073468,              0.0073468,              0.0073468
                    405,                0.60144,                0.31281,                0.81339,                 0.8567,                0.79954,                0.84806,                0.39989,                 1.9136,                 1.0459,                 1.4204,              0.0073402,              0.0073402,              0.0073402
                    406,                 0.5815,                0.30508,                0.81643,                0.86922,                0.79833,                0.84818,                0.40081,                 1.9113,                0.99187,                 1.4124,              0.0073336,              0.0073336,              0.0073336
                    407,                0.56963,                0.30295,                0.81532,                 0.8708,                0.78866,                0.84764,                0.39762,                 1.8905,                 1.0457,                 1.4043,               0.007327,               0.007327,               0.007327
                    408,                0.58083,                0.30635,                  0.812,                0.86141,                0.80056,                0.84816,                0.39892,                 1.8978,                 1.0163,                 1.3999,              0.0073204,              0.0073204,              0.0073204
                    409,                0.56673,                0.30482,                0.80914,                0.88042,                0.78006,                 0.8381,                0.40016,                 1.8736,                0.98044,                 1.3858,              0.0073138,              0.0073138,              0.0073138
                    410,                0.55859,                0.31105,                0.80816,                0.87766,                0.79298,                0.84239,                0.40257,                 1.8693,                0.96739,                 1.3878,              0.0073072,              0.0073072,              0.0073072
                    411,                0.57509,                 0.3059,                0.81268,                0.88017,                0.77565,                0.84197,                0.40591,                 1.8784,                0.97728,                 1.3799,              0.0073006,              0.0073006,              0.0073006
                    412,                0.57706,                0.31562,                0.81337,                0.84521,                0.77968,                0.83678,                0.39752,                 1.9017,                 1.0274,                 1.3958,               0.007294,               0.007294,               0.007294
                    413,                 0.5707,                0.31096,                0.81589,                0.84494,                0.79282,                0.83986,                0.39262,                 1.9157,                 1.0385,                 1.4021,              0.0072874,              0.0072874,              0.0072874
                    414,                0.57043,                0.30425,                  0.811,                0.86408,                0.76683,                0.83517,                 0.3893,                 1.9095,                 1.0757,                  1.407,              0.0072808,              0.0072808,              0.0072808
                    415,                 0.5754,                0.30303,                0.81345,                0.85436,                0.77451,                0.84368,                0.39229,                 1.8944,                 1.1218,                  1.399,              0.0072742,              0.0072742,              0.0072742
                    416,                0.56475,                 0.3009,                0.81155,                0.86524,                0.74286,                0.81969,                0.38675,                 1.8903,                 1.1473,                 1.3958,              0.0072676,              0.0072676,              0.0072676
                    417,                0.57821,                 0.3044,                0.81588,                0.86312,                0.75003,                0.81921,                0.38217,                 1.9137,                 1.1398,                 1.3921,               0.007261,               0.007261,               0.007261
                    418,                0.57127,                 0.3144,                0.80957,                0.85762,                0.75882,                0.82447,                0.38347,                 1.9213,                 1.1053,                  1.394,              0.0072544,              0.0072544,              0.0072544
                    419,                 0.5808,                0.30717,                0.81268,                0.87655,                0.76145,                0.83545,                0.38795,                 1.9219,                 1.1308,                 1.4002,              0.0072478,              0.0072478,              0.0072478
                    420,                0.57336,                0.30468,                0.81347,                0.86847,                0.76452,                 0.8272,                0.39172,                 1.9256,                 1.0711,                 1.4043,              0.0072412,              0.0072412,              0.0072412
